"nombre","cuenta","usuario","tw","id"
"Syngenta","@Syngenta","TakeThatGMOs","RT @JSTR_1: @MonsantoCo @GMOAnswers @TakeThatGMOs @Syngenta @DuPont_News 
Chemical companies need to stop making GMOs &amp; lying about their s‚Ä¶","567832324089376768"
"Syngenta","@Syngenta","JSTR_1","@MonsantoCo @GMOAnswers @TakeThatGMOs @Syngenta @DuPont_News 
Chemical companies need to stop making GMOs &amp; lying about their safety
‚ãÖworld","567831991376224256"
"Syngenta","@Syngenta","cfoxthomas","RT @OrionGrassroots: Hawaiian activists confront @Syngenta on its Swiss home turf over pesticide overuse in Hawaii http://t.co/UHDwYgLA8o vÖ","598630092265381888"
"Syngenta","@Syngenta","sepia3C","RT @OrionGrassroots: Hawaiian activists confront @Syngenta on its Swiss home turf over pesticide overuse in Hawaii http://t.co/UHDwYgLA8o vÖ","598629740350709760"
"Syngenta","@Syngenta","RTCreatresstv","RT @OrionGrassroots: Hawaiian activists confront @Syngenta on its Swiss home turf over pesticide overuse in Hawaii http://t.co/UHDwYgLA8o vÖ","598628222155141120"
"Syngenta","@Syngenta","carm2158","RT @OrionGrassroots: Hawaiian activists confront @Syngenta on its Swiss home turf over pesticide overuse in Hawaii http://t.co/UHDwYgLA8o vÖ","598626280486117377"
"Yara International","@yara","abeeremad__","@yara_bader2 hahahahahah<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>goodluckk 7ub<U+2764><U+FE0F><U+2764><U+FE0F>2al chem 2al dont even remind me<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","602599569629655040"
"Yara International","@yara","Ghfran_Sy","RT @yaraGHkhoury: the chemistry between the judges&lt;3 #MBCTheXFactor http://t.co/ItSm1sG5oV","577619002954014723"
"Yara International","@yara","RanimHossam","@yaraehabsoliman la enty hatshofeny b3d el chemistry <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083>","614944412666331136"
"Evonik","@Evonik","larice_chamber","RT @EvonikCareersNA: Chem. Engineers &amp; Scientists, key parts to our current &amp; future success! Exploring opportunities. Growing together. htÖ","585218798829096960"
"ExxonMobil","@exxonmobil","DR___White","RT @exxonmobil: Introduction to Chemical Engineering | Lecture 1: http://t.co/zPKj0Likw6 via @YouTube @Stanford","571446896692060160"
"ExxonMobil","@exxonmobil","CGLRGreatlakes","RT @exxonmobil: #Innovation in the chemical industry means benefits to the envt and sustainability. Learn how we're involved http://t.co/7TÖ","609142552286134272"
"ExxonMobil","@exxonmobil","Fortune500_Inc","RT @exxonmobil: #Innovation in the chemical industry means benefits to the envt and sustainability. Learn how we're involved http://t.co/7TÖ","609141258322341888"
"ExxonMobil","@exxonmobil","GTMGQ","RT @exxonmobil: #Innovation in the chemical industry means benefits to the envt and sustainability. Learn how we're involved http://t.co/7TÖ","609139740915335168"
"BASF North America","@BASFCorporation","LinkWorxSeo","RT @BASFCorporation: See how better #farming techniques are creating prosperous communities: http://t.co/ntAaNj1ScN http://t.co/J4Mce75uC1","611315385153884160"
"BASF North America","@BASFCorporation","ChainGangGirl88","RT @BASFCorporation: See how BASF is creating chemistry to tackle the challenges of sustainable food: http://t.co/yxIb7no9bw #SCS_CH http:/Ö","613855039707344897"
"Dow","@DowChemical","silanoldep","Chemistry!!! is out! http://t.co/b1Caj3UtEf Stories via @DowChemical @Chem_Info @quimica_es","564936421329600513"
"Dow","@DowChemical","JSTR_1","@Blackfang108 @TakeThatGMOs @AgaroSegel 
Screw @MonsantoCo @Syngenta @DowChemical @DuPont_News &amp; any other Chem Co trying to ""feed world!""","568914948505673729"
"Dow","@DowChemical","CChrisafides","RT @AZPacPlastics: Our favorite Tweeter of the Day goes to DOW Chem @DowChemicalPU 
Big Thanks in every language! AZ Pacific Plastics http:Ö","600812945363304448"
"Dow","@DowChemical","SmartOrangeOwl","New Company Profile Available: @DowChemical. Access the profile here: http://t.co/oG6uCivgu5","566372613988290560"
"Dow","@DowChemical","Niallmacdowell","RT @EnergyTechnol: An excellent article for chemical engineers working in energy research http://t.co/JW1fDSdGEK @DowChemical @ChEnected","574348768507723777"
"Dow","@DowChemical","NWAnalytics","RT @PlantServices: .@DowChemical sees big savings from #bigdata thanks to a global analytics tool that helps make sense of it all. http://tÖ","575797551258955777"
"Dow","@DowChemical","uqalumni","RT @UQNorthAmerica: #UQ alumnus Dr Andrew Liveris, CEO of @DowChemical, will speak @michiganstateu commencement next month http://t.co/UHGiÖ","586307153880748033"
"Dow","@DowChemical","dharmaLin","Tell @DowChemical to shelve its newest chemical cocktail #EnlistDuo &amp; help save #monarchs from collapse. Sign now: http://t.co/tIxh8Tvf2I","601161766312214528"
"Dow","@DowChemical","amerlekelly","RT @RecklessDreamN: Tell @DowChemical to shelve its newest chemical cocktail #EnlistDuo &amp; help save #monarchs from collapse. Sign now: httpÖ","602987359542509569"
"Dow","@DowChemical","ConsiderThis1","RT @RecklessDreamN: Tell @DowChemical to shelve its newest chemical cocktail #EnlistDuo &amp; help save #monarchs from collapse. Sign now: httpÖ","602986687375933440"
"Dow","@DowChemical","Greeenguy111","RT @RecklessDreamN: Tell @DowChemical to shelve its newest chemical cocktail #EnlistDuo &amp; help save #monarchs from collapse. Sign now: httpÖ","602986513761234944"
"Dow","@DowChemical","ShisoSocial","Do &lt;3 love butterflies? Tell @DowChemical to shelve its newest chemical cocktail #EnlistDuo! TAKE ACTION: http://t.co/FlRwn13Z2C #wildlife","603710791968239616"
"Dow","@DowChemical","ruthmen","RT @all4feet: Tell @DowChemical to shelve its newest chemical cocktail #EnlistDuo &amp; help save #monarchs from collapse. Sign now: http://t.cÖ","604065698042642432"
"Dow","@DowChemical","keepmving","RT @cscmp: Using #IT as a competitive weapon: @DowChemical, @PepsiCo and the #IoT http://t.co/VTFirqFCnJ (via @logisticsviewpt)","605879056010076160"
"Dow","@DowChemical","WeylandR","RT @DowChemical: #DYK: We were the first chemical company to achieve the @HRC 100% for #LGBT inclusion in the workplace. Now 10 years &amp; couÖ","608418560130600960"
"Dow","@DowChemical","mindaykay","RT @DowChemical: #DYK: We were the first chemical company to achieve the @HRC 100% for #LGBT inclusion in the workplace. Now 10 years &amp; couÖ","608416243352219648"
"Dow","@DowChemical","Antonpjm","RT @UQNorthAmerica: Congrats to @uqalumni Dr Andrew Liveris, CEO of @DowChemical, on winning the ICIS Kavaler Award http://t.co/BZuQi487aG Ö","614217643684311040"
"Dow","@DowChemical","uqalumni","RT @UQNorthAmerica: Congrats to @uqalumni Dr Andrew Liveris, CEO of @DowChemical, on winning the ICIS Kavaler Award http://t.co/BZuQi487aG Ö","614215894219132930"
"Dow","@DowChemical","silanoldep","Chemistry!!! is out! http://t.co/zyXNC1Ucx4 Stories via @Chemicalweek @DowChemical @nchazarra","605886574346137600"
"Dow","@DowChemical","GrandboisMatt","RT @DowChemical: #NEWS: @AmerChemSociety has named several of our scientists among the 2015 ìHeroes of Chemistry!"" Read more: http://t.co/KÖ","616028385567973376"
"DuPont News","@DuPont_News","JSTR_1","@Blackfang108 @TakeThatGMOs @AgaroSegel 
Screw @MonsantoCo @Syngenta @DowChemical @DuPont_News &amp; any other Chem Co trying to ""feed world!""","568914948505673729"
"DuPont News","@DuPont_News","TakeThatGMOs","RT @JSTR_1: @MonsantoCo @GMOAnswers @TakeThatGMOs @Syngenta @DuPont_News 
Chemical companies need to stop making GMOs &amp; lying about their s‚Ä¶","567832324089376768"
"DuPont News","@DuPont_News","JSTR_1","@MonsantoCo @GMOAnswers @TakeThatGMOs @Syngenta @DuPont_News 
Chemical companies need to stop making GMOs &amp; lying about their safety
‚ãÖworld","567831991376224256"
"DuPont News","@DuPont_News","Marlore2","RT @Eng_Materials: Safety, efficiency and reliability for chemical industry https://t.co/xjDh9CCkL7 @DuPont_News @ACHEMAworldwide http://t.Ö","596090626267045888"
"BASF","@BASF","GrainTradeAus","#NWPGP Thanks #Aust #Grain Storage &amp; Protection Conf Silver Sponsors @BASF_Agro_Au FABTECH, Kotzur @NatRoadTranAsn &amp; Sumitomo Chemical","610957683630469120"
"BASF","@BASF","MrTox2000","RT @BASFPerforMatls: #Chemistry in the Great Outdoors|YouTube @accpolyurethane http://t.co/ifqeY0sBSU","602984972224483328"
"BASF","@BASF","LinkWorxSeo","RT @BASFCorporation: See how better #farming techniques are creating prosperous communities: http://t.co/ntAaNj1ScN http://t.co/J4Mce75uC1","611315385153884160"
"BASF","@BASF","pope_john3","RT @BASF: Discover Hˆvding, airbag for cyclists that protects against head injuries #CreatingChemistry. http://t.co/VqYw3JUOD2 http://t.co/Ö","611675395394375684"
"BASF","@BASF","sethunairNY","An #innovator in the field of #Chemistry @BASF | My sister Jaya Mohanan on her inspiring life and work! &gt;&gt; http://t.co/4wBT0pAJtQ #STEMWomen","612396868484493313"
"BASF","@BASF","ChainGangGirl88","RT @BASFCorporation: See how BASF is creating chemistry to tackle the challenges of sustainable food: http://t.co/yxIb7no9bw #SCS_CH http:/Ö","613855039707344897"
